text,label
"Invoice #9769 dated 2009-10-11 amount ('AOA', 'Angolan kwanza') 1467",invoice
"Invoice #3316 dated 1992-02-09 amount ('UAH', 'Ukrainian hryvnia') 2686",invoice
"Invoice #6682 dated 2012-08-27 amount ('KMF', 'Comorian franc') 1185",invoice
"Bank statement for account 71139637 ending balance ('BMD', 'Bermudian dollar') 20611",bank_statement
"Receipt from Roy-Harvey dated 2018-05-28 total ('SZL', 'Swazi lilangeni') 125",receipt
Contract between Rodriguez PLC and Reyes-Wise effective 1996-12-02,contract
"Invoice #5510 dated 2006-05-22 amount ('RUB', 'Russian ruble') 2833",invoice
ID document for Dr. Brandon Chen born 1930-05-02,id_document
"Invoice #5289 dated 2000-07-29 amount ('KRW', 'South Korean won') 2906",invoice
ID document for Billy Dean born 1963-01-09,id_document
Contract between Bryant Group and Miranda-Perez effective 1970-06-17,contract
"Invoice #3871 dated 2006-06-13 amount ('SPL', 'Seborga luigino') 4990",invoice
"Bank statement for account 93299433 ending balance ('MUR', 'Mauritian rupee') 1122",bank_statement
"Receipt from Garrett Group dated 1998-10-26 total ('TJS', 'Tajikistani somoni') 162",receipt
"Bank statement for account 93552256 ending balance ('LRD', 'Liberian dollar') 49126",bank_statement
"Receipt from Simmons-Nelson dated 2024-10-07 total ('SGD', 'Singapore dollar') 62",receipt
"Receipt from Shelton-Martinez dated 2021-05-23 total ('NIS', 'Israeli new shekel') 444",receipt
"Contract between Ramirez Inc and Fields, Hernandez and Moody effective 1974-03-06",contract
"Contract between Cox, Weaver and Johnson and Luna-Adams effective 2018-01-05",contract
Contract between Lee-Taylor and Stewart-Roman effective 2022-11-28,contract
Contract between Rose-Rios and White LLC effective 2010-07-15,contract
"Bank statement for account 53394744 ending balance ('SRD', 'Surinamese dollar') 39427",bank_statement
"Receipt from Schmidt, Harris and Flores dated 2023-12-10 total ('BAM', 'Bosnia and Herzegovina convertible mark') 458",receipt
"Bank statement for account 71465251 ending balance ('TMT', 'Turkmenistan manat') 28084",bank_statement
Contract between Beltran-Castaneda and Allen and Sons effective 2024-01-15,contract
Contract between Contreras PLC and Moore-Rubio effective 2009-12-22,contract
"Receipt from Roberts and Sons dated 2014-01-03 total ('HRK', 'Croatian kuna') 282",receipt
"Receipt from Duncan, Kennedy and Powell dated 1971-05-18 total ('COP', 'Colombian peso') 326",receipt
"Receipt from Pena PLC dated 2017-09-09 total ('MNT', 'Mongolian tugrik') 441",receipt
"Receipt from Hanson, Gray and Patton dated 1987-04-23 total ('CZK', 'Czech koruna') 184",receipt
"Contract between Burns, Johnson and Oneal and Smith-Andrews effective 2013-10-05",contract
"Invoice #5053 dated 1987-03-29 amount ('CUC', 'Cuban convertible peso') 3963",invoice
"Receipt from Simmons Group dated 2010-01-02 total ('BGN', 'Bulgarian lev') 420",receipt
"Invoice #2520 dated 2017-03-27 amount ('MYR', 'Malaysian ringgit') 159",invoice
"Invoice #9858 dated 2004-07-15 amount ('TTD', 'Trinidad and Tobago dollar') 4057",invoice
"Receipt from King, Bell and Ramirez dated 1996-01-25 total ('PGK', 'Papua New Guinean kina') 325",receipt
"Contract between Garner Ltd and Morales, Delacruz and Wong effective 1975-12-15",contract
"Bank statement for account 57668711 ending balance ('ETB', 'Ethiopian birr') 12583",bank_statement
"Contract between Nicholson and Sons and Gonzales, Payne and Jones effective 2011-08-17",contract
"Contract between Jackson, Rice and Walsh and Williams and Sons effective 1985-08-12",contract
"Contract between Tate, Velasquez and Clark and Bishop-Russo effective 2002-10-04",contract
"Contract between Rose, Lopez and Garza and Joseph, Rivera and Thomas effective 1979-01-25",contract
"Receipt from Decker, Gonzalez and Smith dated 2017-03-17 total ('GGP', 'Guernsey pound') 101",receipt
"Invoice #6017 dated 1970-08-21 amount ('XAF', 'Central African CFA franc') 118",invoice
ID document for Lawrence Porter born 1977-10-19,id_document
"Receipt from Elliott, Baker and Ford dated 2015-08-02 total ('PYG', 'Paraguayan guarani') 412",receipt
Contract between Smith and Sons and Roach-Ruiz effective 2000-11-05,contract
"Bank statement for account 91757075 ending balance ('SRD', 'Surinamese dollar') 16870",bank_statement
ID document for Catherine Stewart born 2020-03-19,id_document
"Bank statement for account 48444439 ending balance ('IMP', 'Manx pound') 36063",bank_statement
"Bank statement for account 39615005 ending balance ('SCR', 'Seychellois rupee') 4716",bank_statement
"Invoice #4899 dated 2024-02-19 amount ('BIF', 'Burundian franc') 2700",invoice
ID document for Melissa Taylor born 1980-12-30,id_document
"Invoice #1312 dated 2000-07-14 amount ('MKD', 'Macedonian denar') 2663",invoice
ID document for Erik Davis born 1953-09-15,id_document
"Receipt from Smith-Small dated 1986-03-25 total ('LSL', 'Lesotho loti') 460",receipt
"Bank statement for account 28350351 ending balance ('SPL', 'Seborga luigino') 12029",bank_statement
"Invoice #1576 dated 1987-04-29 amount ('ISK', 'Icelandic króna') 4475",invoice
"Invoice #2390 dated 2000-02-20 amount ('KYD', 'Cayman Islands dollar') 1076",invoice
"Invoice #7335 dated 2002-03-24 amount ('KMF', 'Comorian franc') 2182",invoice
ID document for Donna Ruiz born 1940-01-31,id_document
"Bank statement for account 28363660 ending balance ('MWK', 'Malawian kwacha') 41199",bank_statement
"Contract between Lynch-Vargas and Roberts, Watts and Novak effective 1996-07-23",contract
"Receipt from Morgan Ltd dated 2016-09-21 total ('ISK', 'Icelandic króna') 157",receipt
"Receipt from Parsons LLC dated 1979-07-17 total ('LAK', 'Lao kip') 191",receipt
"Receipt from Gaines, Nash and Munoz dated 2014-01-21 total ('PAB', 'Panamanian balboa') 154",receipt
"Contract between Hanson, Williams and Shaffer and Ellis, Herrera and Snyder effective 2026-01-23",contract
"Bank statement for account 40416022 ending balance ('SOS', 'Somali shilling') 27870",bank_statement
"Contract between Burton, Sandoval and Cummings and Tyler-Davis effective 1973-02-19",contract
"Invoice #4171 dated 1985-04-28 amount ('AFN', 'Afghan afghani') 128",invoice
"Bank statement for account 76108508 ending balance ('BGN', 'Bulgarian lev') 29041",bank_statement
"Bank statement for account 41808954 ending balance ('DJF', 'Djiboutian franc') 12632",bank_statement
"Bank statement for account 49788120 ending balance ('MNT', 'Mongolian tugrik') 45416",bank_statement
ID document for Paul Torres born 1911-02-17,id_document
"Bank statement for account 26348941 ending balance ('PHP', 'Philippine peso') 46709",bank_statement
"Contract between Velez, Grant and Hughes and Taylor, Lawson and King effective 1975-03-06",contract
"Invoice #9652 dated 2018-04-27 amount ('FJD', 'Fijian dollar') 2668",invoice
ID document for Robert Fuller born 1994-07-22,id_document
"Bank statement for account 45187786 ending balance ('OMR', 'Omani rial') 20326",bank_statement
Contract between Case-Moss and Gutierrez-Giles effective 2016-01-08,contract
ID document for Dr. Eric Scott PhD born 1919-07-30,id_document
ID document for Thomas Fuller born 1952-03-22,id_document
"Receipt from Kim-Garza dated 2025-07-12 total ('MMK', 'Burmese kyat') 15",receipt
"Receipt from Bradley and Sons dated 1979-05-17 total ('ERN', 'Eritrean nakfa') 418",receipt
"Receipt from Reilly, Parker and Bennett dated 2013-11-09 total ('NIO', 'Nicaraguan córdoba') 446",receipt
ID document for Brooke Oconnor born 2020-10-25,id_document
Contract between Jensen LLC and Salazar LLC effective 1985-07-29,contract
"Receipt from Sanders-Maxwell dated 1979-03-02 total ('NGN', 'Nigerian naira') 42",receipt
"Bank statement for account 21264169 ending balance ('GTQ', 'Guatemalan quetzal') 1233",bank_statement
"Contract between Johnson, Foster and Cortez and Garcia Inc effective 2003-10-19",contract
ID document for Tyler Wilson born 2006-09-03,id_document
"Invoice #3949 dated 1999-08-12 amount ('NZD', 'New Zealand dollar') 1609",invoice
Contract between Rosales Group and Perkins-Young effective 1996-05-27,contract
"Bank statement for account 75834358 ending balance ('BDT', 'Bangladeshi taka') 30335",bank_statement
"Invoice #2444 dated 2007-02-23 amount ('KMF', 'Comorian franc') 2151",invoice
ID document for Linda Hall born 1930-06-22,id_document
"Bank statement for account 21796375 ending balance ('EUR', 'Euro') 38800",bank_statement
"Invoice #9947 dated 1990-05-18 amount ('BIF', 'Burundian franc') 755",invoice
ID document for Sharon Barker born 1945-07-28,id_document
"Receipt from Frazier, Lopez and Ortiz dated 2000-02-04 total ('BYR', 'Belarusian ruble') 385",receipt
"Bank statement for account 70716679 ending balance ('SZL', 'Swazi lilangeni') 44908",bank_statement
"Receipt from Lyons-Mendoza dated 2005-03-29 total ('SOS', 'Somali shilling') 99",receipt
"Invoice #1646 dated 1994-09-01 amount ('AED', 'United Arab Emirates dirham') 2363",invoice
"Receipt from Grimes LLC dated 1992-10-25 total ('INR', 'Indian rupee') 277",receipt
"Bank statement for account 69232208 ending balance ('GTQ', 'Guatemalan quetzal') 3762",bank_statement
"Bank statement for account 45893910 ending balance ('NAD', 'Namibian dollar') 22277",bank_statement
"Receipt from Sanchez, Banks and Walker dated 2025-01-16 total ('AFN', 'Afghan afghani') 49",receipt
"Invoice #1141 dated 2015-03-06 amount ('BZD', 'Belize dollar') 744",invoice
ID document for David Warren born 2016-08-30,id_document
Contract between Durham LLC and Jackson-Fox effective 2022-10-06,contract
ID document for Eric Mitchell born 2009-10-25,id_document
"Bank statement for account 90428917 ending balance ('LBP', 'Lebanese pound') 4619",bank_statement
ID document for Mark Hall born 1986-07-21,id_document
ID document for Crystal Contreras born 2007-02-04,id_document
ID document for Tommy Sanchez born 2025-05-30,id_document
"Receipt from Williams-Smith dated 1994-02-01 total ('IRR', 'Iranian rial') 47",receipt
"Invoice #2661 dated 2007-05-30 amount ('TVD', 'Tuvaluan dollar') 3521",invoice
ID document for John Cruz born 2018-07-31,id_document
Contract between Hall-Le and Gray Inc effective 2009-12-07,contract
"Receipt from Ashley, Gonzalez and Hill dated 2005-09-26 total ('MGA', 'Malagasy ariar') 316",receipt
"Invoice #1137 dated 2013-05-05 amount ('SGD', 'Singapore dollar') 303",invoice
"Invoice #9476 dated 2005-10-31 amount ('MWK', 'Malawian kwacha') 2889",invoice
"Contract between Smith-Fisher and Griffin, Thompson and Lawrence effective 2006-12-06",contract
"Contract between Espinoza, Henderson and Willis and Robertson-Jackson effective 1981-07-24",contract
"Invoice #7728 dated 1970-11-24 amount ('TRY', 'Turkish lira') 2773",invoice
"Bank statement for account 76508886 ending balance ('NAD', 'Namibian dollar') 6960",bank_statement
"Bank statement for account 14303283 ending balance ('PGK', 'Papua New Guinean kina') 46473",bank_statement
"Receipt from Gates-Martinez dated 2009-06-09 total ('GGP', 'Guernsey pound') 349",receipt
ID document for Patricia Michael born 1926-05-13,id_document
"Receipt from Oliver, Powell and Fuller dated 1971-09-01 total ('BYR', 'Belarusian ruble') 142",receipt
"Bank statement for account 28002248 ending balance ('UGX', 'Ugandan shilling') 3484",bank_statement
"Contract between Fox, Hartman and Rose and Garcia Inc effective 2025-06-23",contract
"Receipt from Taylor Group dated 2012-08-27 total ('ZWD', 'Zimbabwean dollar') 344",receipt
"Contract between Chapman PLC and Anderson, Lynn and Brown effective 1974-10-24",contract
"Receipt from Taylor, Jarvis and Haney dated 2012-03-25 total ('QAR', 'Qatari riyal') 84",receipt
ID document for Troy Cook born 1975-06-20,id_document
"Receipt from Morton Inc dated 1984-12-14 total ('GHS', 'Ghanaian cedi') 282",receipt
"Receipt from Taylor Inc dated 1999-06-13 total ('MYR', 'Malaysian ringgit') 159",receipt
Contract between Martin LLC and Roberts LLC effective 1989-05-21,contract
"Contract between Bryant and Sons and Thomas, Martinez and Martinez effective 2002-02-20",contract
"Receipt from Nelson-Greer dated 2024-05-22 total ('RSD', 'Serbian dinar') 409",receipt
ID document for Melissa Gutierrez born 1919-05-30,id_document
ID document for Lisa Murray born 1956-12-25,id_document
"Receipt from Ward, Macdonald and Hill dated 2015-02-11 total ('SHP', 'Saint Helena pound') 461",receipt
ID document for Jimmy Davis born 1945-04-21,id_document
ID document for Elizabeth Baker born 1970-04-08,id_document
ID document for Jeffrey Alvarado born 1970-07-17,id_document
ID document for Makayla Scott born 1919-09-26,id_document
"Receipt from Wells-Coleman dated 1974-12-24 total ('IMP', 'Manx pound') 121",receipt
"Contract between Burton-Hampton and Hawkins, Boyer and Huffman effective 1977-08-08",contract
Contract between Snyder LLC and Wilson-Robinson effective 2009-08-09,contract
"Invoice #2413 dated 1992-12-11 amount ('VND', 'Vietnamese đồng') 2489",invoice
ID document for Lisa Thomas born 2005-07-13,id_document
"Bank statement for account 66362942 ending balance ('PAB', 'Panamanian balboa') 24218",bank_statement
"Receipt from Harrington-Avery dated 1972-06-29 total ('LAK', 'Lao kip') 332",receipt
ID document for Chelsea Smith born 1922-01-06,id_document
"Bank statement for account 13789327 ending balance ('LAK', 'Lao kip') 37226",bank_statement
ID document for Caroline Lamb born 2020-08-16,id_document
"Bank statement for account 15535404 ending balance ('CVE', 'Cape Verdean escudo') 41913",bank_statement
"Receipt from Fitzgerald-Friedman dated 1997-11-16 total ('MUR', 'Mauritian rupee') 187",receipt
"Contract between Caldwell, Rogers and York and Jones-Bailey effective 1988-09-30",contract
"Contract between Smith, Ellis and Conner and Shepherd Inc effective 1998-12-25",contract
"Contract between Young, Johnston and Collins and Smith, Warren and Santos effective 1983-07-10",contract
Contract between Nelson-Ellison and Luna Inc effective 1995-01-22,contract
ID document for Brandon Collier born 1927-11-26,id_document
"Receipt from Chan and Sons dated 1993-01-18 total ('ERN', 'Eritrean nakfa') 395",receipt
"Bank statement for account 74675305 ending balance ('MGA', 'Malagasy ariar') 16460",bank_statement
"Receipt from Phillips-Kidd dated 1994-10-10 total ('HKD', 'Hong Kong dollar') 396",receipt
"Receipt from Sweeney Inc dated 2024-10-07 total ('MYR', 'Malaysian ringgit') 275",receipt
ID document for Ronald Hicks born 2019-02-19,id_document
"Invoice #4274 dated 1977-03-01 amount ('XOF', 'West African CFA franc') 2324",invoice
ID document for Mr. Jared Carrillo born 1969-04-26,id_document
Contract between Huynh and Sons and Parker PLC effective 2002-10-01,contract
"Invoice #8499 dated 1990-03-07 amount ('DOP', 'Dominican peso') 566",invoice
ID document for Stanley Vasquez born 1956-04-06,id_document
"Receipt from Elliott-Trevino dated 2002-11-06 total ('CNY', 'Renminbi') 210",receipt
"Invoice #8455 dated 1981-02-11 amount ('XAF', 'Central African CFA franc') 889",invoice
"Bank statement for account 78274890 ending balance ('TOP', 'Tongan paʻanga') 32079",bank_statement
"Invoice #9309 dated 1970-05-06 amount ('DOP', 'Dominican peso') 1036",invoice
"Receipt from Nelson Group dated 1991-04-01 total ('PYG', 'Paraguayan guarani') 264",receipt
"Invoice #5739 dated 1972-07-18 amount ('IMP', 'Manx pound') 4443",invoice
Contract between Hudson-Hutchinson and Stewart-Jones effective 2006-01-11,contract
"Bank statement for account 12213043 ending balance ('CUC', 'Cuban convertible peso') 23203",bank_statement
"Invoice #4558 dated 2006-10-12 amount ('SLL', 'Sierra Leonean leone') 5000",invoice
"Invoice #4757 dated 1979-10-29 amount ('SEK', 'Swedish krona') 3892",invoice
"Invoice #7028 dated 2001-09-12 amount ('CDF', 'Congolese franc') 4044",invoice
"Receipt from Lewis Inc dated 1983-04-15 total ('CHF', 'Swiss franc') 175",receipt
"Receipt from Orozco-Fuller dated 2002-08-05 total ('JEP', 'Jersey pound') 306",receipt
Contract between Heath-Nguyen and Mendez-Banks effective 1991-07-03,contract
"Contract between Barry Group and Baldwin, Thompson and Watts effective 1995-08-31",contract
ID document for Kenneth Stone born 1910-04-14,id_document
Contract between May Ltd and Brown-Smith effective 2013-07-26,contract
Contract between Martin-Rojas and Burnett-Reyes effective 1976-09-20,contract
"Receipt from Gaines-Meyers dated 1976-04-06 total ('ERN', 'Eritrean nakfa') 192",receipt
"Invoice #3998 dated 1981-05-09 amount ('SLL', 'Sierra Leonean leone') 2291",invoice
ID document for Antonio Johnson born 1915-11-27,id_document
ID document for Kathryn Buckley born 1979-08-22,id_document
"Bank statement for account 91406018 ending balance ('ISK', 'Icelandic króna') 17158",bank_statement
"Bank statement for account 47959253 ending balance ('VEF', 'Venezuelan bolívar') 41610",bank_statement
"Bank statement for account 77321197 ending balance ('ILS', 'Israeli new shekel') 45212",bank_statement
ID document for Emily Salazar born 2024-09-05,id_document
"Bank statement for account 75771638 ending balance ('ZMW', 'Zambian kwacha') 22363",bank_statement
"Receipt from Schultz-Morris dated 2008-09-22 total ('DZD', 'Algerian dinar') 241",receipt
"Invoice #9713 dated 2023-03-01 amount ('LKR', 'Sri Lankan rupee') 2697",invoice
"Invoice #9946 dated 2024-06-11 amount ('LBP', 'Lebanese pound') 979",invoice
"Invoice #9907 dated 2001-08-07 amount ('TRY', 'Turkish lira') 4757",invoice
"Receipt from Luna-Hines dated 2012-06-16 total ('DZD', 'Algerian dinar') 255",receipt
Contract between Baldwin Inc and Herrera Ltd effective 1977-02-21,contract
"Bank statement for account 71671442 ending balance ('MAD', 'Moroccan dirham') 31161",bank_statement
"Bank statement for account 40421558 ending balance ('UGX', 'Ugandan shilling') 49898",bank_statement
"Bank statement for account 85321449 ending balance ('MXN', 'Mexican peso') 22828",bank_statement
"Contract between Elliott Group and King, Hall and Brown effective 1998-03-03",contract
"Receipt from Campbell-Smith dated 1991-10-15 total ('MXN', 'Mexican peso') 324",receipt
"Invoice #5410 dated 2024-01-22 amount ('ZAR', 'South African rand') 342",invoice
"Invoice #1609 dated 1973-07-29 amount ('GBP', 'Pound sterling') 1531",invoice
"Invoice #4090 dated 2010-05-18 amount ('DOP', 'Dominican peso') 1244",invoice
"Receipt from Kim and Sons dated 1987-04-07 total ('KGS', 'Kyrgyzstani som') 175",receipt
"Receipt from Perry, Vargas and Anderson dated 1982-02-14 total ('CUP', 'Cuban peso') 238",receipt
ID document for Melissa Nichols born 1938-07-20,id_document
"Contract between Gutierrez, Nash and Thomas and Bryant-Gonzales effective 1982-12-24",contract
ID document for Terry Mason born 1992-11-26,id_document
"Receipt from Jackson and Sons dated 2005-03-19 total ('CVE', 'Cape Verdean escudo') 498",receipt
"Invoice #6247 dated 2023-07-20 amount ('VEF', 'Venezuelan bolívar') 3030",invoice
"Bank statement for account 16792024 ending balance ('DZD', 'Algerian dinar') 6792",bank_statement
"Bank statement for account 38719284 ending balance ('AWG', 'Aruban florin') 44722",bank_statement
"Bank statement for account 71274971 ending balance ('INR', 'Indian rupee') 23701",bank_statement
"Contract between Williams-Taylor and Smith, Williams and Porter effective 2023-02-04",contract
"Receipt from Wilson PLC dated 2004-07-02 total ('SGD', 'Singapore dollar') 102",receipt
"Invoice #3369 dated 1984-02-22 amount ('GTQ', 'Guatemalan quetzal') 2436",invoice
Contract between Smith-Garcia and Beck PLC effective 2015-09-07,contract
ID document for Krista Wilson born 1978-11-29,id_document
"Receipt from Hawkins LLC dated 1978-08-01 total ('EUR', 'Euro') 402",receipt
"Bank statement for account 93089212 ending balance ('LSL', 'Lesotho loti') 12843",bank_statement
ID document for Jared Nash born 1937-09-14,id_document
"Invoice #9819 dated 2014-06-14 amount ('SAR', 'Saudi riyal') 667",invoice
"Receipt from Hansen, Fletcher and Daniel dated 2018-09-28 total ('BAM', 'Bosnia and Herzegovina convertible mark') 83",receipt
"Bank statement for account 74603218 ending balance ('KGS', 'Kyrgyzstani som') 48176",bank_statement
"Invoice #1191 dated 1986-09-23 amount ('BIF', 'Burundian franc') 4703",invoice
"Receipt from Hernandez, Neal and Miller dated 1981-02-19 total ('MNT', 'Mongolian tugrik') 189",receipt
"Contract between Clark, Brewer and Marshall and Davis, Rodriguez and Lane effective 1982-08-22",contract
"Contract between Santos-Curry and Vang, Miller and Baker effective 2023-10-10",contract
"Contract between Watson, Landry and Thompson and Mathews-Green effective 2025-01-24",contract
Contract between Huber-Porter and Harvey and Sons effective 2025-05-28,contract
"Bank statement for account 80751909 ending balance ('XPF', 'CFP franc') 18711",bank_statement
"Contract between Rodriguez Group and Williams, Young and Jones effective 1994-10-19",contract
"Invoice #2611 dated 2013-05-13 amount ('VUV', 'Vanuatu vatu') 1372",invoice
"Contract between Buchanan Ltd and Mitchell, Hensley and Middleton effective 1987-01-02",contract
"Bank statement for account 34965077 ending balance ('NIO', 'Nicaraguan córdoba') 5279",bank_statement
"Contract between Wilkerson, Cuevas and Fitzgerald and Gonzalez Inc effective 1970-10-07",contract
ID document for Ronald Hamilton born 2007-07-09,id_document
"Bank statement for account 17679310 ending balance ('GBP', 'Pound sterling') 32022",bank_statement
"Bank statement for account 50649004 ending balance ('SRD', 'Surinamese dollar') 25368",bank_statement
"Bank statement for account 99746351 ending balance ('GIP', 'Gibraltar pound') 45849",bank_statement
ID document for Brittany Gray born 1985-03-21,id_document
"Invoice #3275 dated 1993-03-21 amount ('MOP', 'Macanese pataca') 3646",invoice
"Contract between Miller-Santana and Cochran, Hoover and Robles effective 2011-08-05",contract
"Bank statement for account 73044399 ending balance ('MRO', 'Mauritanian ouguiya') 7768",bank_statement
"Invoice #5361 dated 1980-04-21 amount ('ILS', 'Israeli new shekel') 2419",invoice
"Bank statement for account 69025309 ending balance ('RSD', 'Serbian dinar') 14257",bank_statement
ID document for John Joseph born 1910-11-26,id_document
ID document for Robert Nguyen born 1955-10-15,id_document
"Bank statement for account 65516959 ending balance ('YER', 'Yemeni rial') 33607",bank_statement
"Bank statement for account 20438934 ending balance ('PLN', 'Polish zloty') 13555",bank_statement
"Invoice #6304 dated 1995-11-27 amount ('DJF', 'Djiboutian franc') 3414",invoice
"Receipt from Fernandez, Warner and Ellis dated 1998-09-10 total ('GNF', 'Guinean franc') 97",receipt
ID document for Amanda Moon born 1969-12-18,id_document
"Invoice #8100 dated 2016-01-03 amount ('MYR', 'Malaysian ringgit') 1536",invoice
"Receipt from Nichols, Johnson and Kennedy dated 2016-08-09 total ('INR', 'Indian rupee') 343",receipt
ID document for Fred Clayton born 1959-08-05,id_document
"Receipt from Adams PLC dated 1970-11-09 total ('CNY', 'Renminbi') 333",receipt
"Bank statement for account 93421537 ending balance ('GMD', 'Gambian dalasi') 7771",bank_statement
"Invoice #9008 dated 2009-09-07 amount ('MMK', 'Burmese kyat') 706",invoice
Contract between Wilson Ltd and Benson Group effective 1986-06-12,contract
ID document for Ashley Adams born 1993-04-14,id_document
ID document for Kimberly Alvarez born 1968-05-23,id_document
"Bank statement for account 54161123 ending balance ('NIO', 'Nicaraguan córdoba') 45941",bank_statement
ID document for Joseph Johnson born 1916-07-15,id_document
"Receipt from Lawson, Waters and Johnson dated 2015-07-10 total ('CLP', 'Chilean peso') 271",receipt
"Invoice #8393 dated 2001-11-25 amount ('ISK', 'Icelandic króna') 4342",invoice
"Invoice #4473 dated 2011-12-31 amount ('GBP', 'Pound sterling') 3969",invoice
"Invoice #1978 dated 1975-12-20 amount ('BOB', 'Bolivian boliviano') 1058",invoice
Contract between Bradshaw and Sons and Jones-Dean effective 2012-09-03,contract
"Receipt from Moore, Erickson and Ramirez dated 2006-09-04 total ('MDL', 'Moldovan leu') 222",receipt
"Bank statement for account 66680959 ending balance ('AMD', 'Armenian dram') 32311",bank_statement
"Bank statement for account 55923480 ending balance ('HNL', 'Honduran lempira') 22460",bank_statement
"Bank statement for account 48259850 ending balance ('TOP', 'Tongan paʻanga') 19614",bank_statement
"Receipt from Murphy Inc dated 1988-09-30 total ('CAD', 'Canadian dollar') 273",receipt
"Contract between Meyer, Reid and Scott and Kelley-Peck effective 2005-11-24",contract
"Invoice #5119 dated 2009-01-09 amount ('SDG', 'Sudanese pound') 4813",invoice
ID document for Kenneth Williams born 2002-10-05,id_document
"Invoice #3851 dated 2012-10-15 amount ('XAF', 'Central African CFA franc') 2732",invoice
"Invoice #1848 dated 2008-10-29 amount ('SHP', 'Saint Helena pound') 508",invoice
"Receipt from White and Sons dated 1982-03-19 total ('ZMW', 'Zambian kwacha') 435",receipt
"Receipt from Moss, Taylor and Alvarado dated 1999-08-27 total ('MXN', 'Mexican peso') 169",receipt
ID document for Joseph Brown born 1925-02-26,id_document
"Bank statement for account 90078834 ending balance ('IMP', 'Manx pound') 1206",bank_statement
"Invoice #7003 dated 1985-05-14 amount ('MKD', 'Macedonian denar') 1648",invoice
"Receipt from Roberson-Chan dated 1990-08-27 total ('ZWD', 'Zimbabwean dollar') 181",receipt
"Bank statement for account 41736319 ending balance ('BRL', 'Brazilian real') 6942",bank_statement
Contract between Jackson PLC and Randolph and Sons effective 1994-08-25,contract
"Contract between Jones-Ray and Harrison, Stevenson and White effective 1996-09-22",contract
"Bank statement for account 42225789 ending balance ('LAK', 'Lao kip') 28267",bank_statement
ID document for Terry Porter born 2018-07-17,id_document
"Receipt from Nolan Group dated 1988-04-18 total ('HUF', 'Hungarian forint') 173",receipt
ID document for Michael Gutierrez born 1941-01-24,id_document
"Bank statement for account 72370991 ending balance ('KMF', 'Comorian franc') 21857",bank_statement
"Invoice #7702 dated 1994-04-07 amount ('CRC', 'Costa Rican colón') 1104",invoice
"Bank statement for account 17070307 ending balance ('USD', 'United States dollar') 38242",bank_statement
"Receipt from Neal, White and Lambert dated 2006-02-25 total ('GIP', 'Gibraltar pound') 453",receipt
Contract between White and Sons and Brown Ltd effective 2005-11-22,contract
"Receipt from Orr-Bishop dated 1987-07-15 total ('HNL', 'Honduran lempira') 168",receipt
ID document for Brian Campbell born 1938-03-03,id_document
"Receipt from Bradford LLC dated 2002-04-05 total ('STD', 'São Tomé and Príncipe dobra') 205",receipt
"Receipt from Garcia-Roberts dated 2000-08-21 total ('SBD', 'Solomon Islands dollar') 270",receipt
"Bank statement for account 37863362 ending balance ('IRR', 'Iranian rial') 39608",bank_statement
"Bank statement for account 85528970 ending balance ('SGD', 'Singapore dollar') 19532",bank_statement
Contract between Watkins-Lopez and Rodriguez LLC effective 1993-01-15,contract
ID document for Adam Bruce born 1939-08-21,id_document
ID document for Angela Garcia born 1983-07-21,id_document
Contract between Lucas and Sons and Whitaker-Harrison effective 1998-04-07,contract
"Bank statement for account 45173473 ending balance ('UYU', 'Uruguayan peso') 19487",bank_statement
"Contract between Dougherty-Miles and Pierce, Heath and Murphy effective 1980-12-30",contract
"Bank statement for account 42589179 ending balance ('BSD', 'Bahamian dollar') 15674",bank_statement
"Invoice #8406 dated 1990-11-14 amount ('TND', 'Tunisian dinar') 1880",invoice
Contract between Jackson-Garner and Jones and Sons effective 1996-05-08,contract
ID document for Paige Bryan born 2013-01-25,id_document
ID document for George Arias born 1949-04-08,id_document
"Bank statement for account 65031309 ending balance ('MOP', 'Macanese pataca') 11252",bank_statement
"Invoice #1248 dated 2013-03-26 amount ('IRR', 'Iranian rial') 2073",invoice
Contract between Woods-Alexander and Rodriguez PLC effective 1984-08-04,contract
Contract between Strickland LLC and Brown Inc effective 1980-11-09,contract
"Receipt from Mason, Harris and King dated 1986-03-08 total ('LAK', 'Lao kip') 70",receipt
"Invoice #9684 dated 1996-12-31 amount ('NPR', 'Nepalese rupee') 3876",invoice
"Receipt from Nelson Ltd dated 2016-10-12 total ('MDL', 'Moldovan leu') 48",receipt
ID document for Catherine Green born 2015-07-23,id_document
"Receipt from Martin, Jones and Eaton dated 2013-12-12 total ('BWP', 'Botswana pula') 385",receipt
ID document for Joshua Byrd born 1978-06-19,id_document
"Receipt from Allen, Wright and Williams dated 1999-06-17 total ('HRK', 'Croatian kuna') 160",receipt
ID document for Nathaniel Fischer born 2021-08-06,id_document
"Bank statement for account 20959904 ending balance ('RWF', 'Rwandan franc') 37089",bank_statement
"Bank statement for account 31977569 ending balance ('UYU', 'Uruguayan peso') 25505",bank_statement
ID document for Renee Fletcher born 2008-02-25,id_document
Contract between Peterson-Williams and Clark-Davis effective 1976-11-23,contract
"Receipt from Williams LLC dated 2011-04-02 total ('GEL', 'Georgian lari') 174",receipt
ID document for Michael Moore born 1930-04-03,id_document
"Bank statement for account 25968559 ending balance ('CHF', 'Swiss franc') 44556",bank_statement
"Invoice #9521 dated 1993-07-26 amount ('NIS', 'Israeli new shekel') 1900",invoice
